      az(d)       el(d) polygon_ids
  50.000000  -18.000000 13
  52.000000  -18.000000 13
  54.000000  -18.000000 13
  56.000000  -18.000000 13
  58.000000  -18.000000 13
  60.000000  -18.000000 13
  62.000000  -18.000000 13
  64.000000  -18.000000 13
  66.000000  -18.000000 13
  68.000000  -18.000000 13
  70.000000  -18.000000 13
  72.000000  -18.000000 13
  74.000000  -18.000000 13
  76.000000  -18.000000 13
  78.000000  -18.000000 13
  80.000000  -18.000000 13
  82.000000  -18.000000 13
  84.000000  -18.000000 13
  86.000000  -18.000000 13
  88.000000  -18.000000 13
  90.000000  -18.000000 14
  92.000000  -18.000000 14
  94.000000  -18.000000 14
  96.000000  -18.000000 14
  98.000000  -18.000000 14
 100.000000  -18.000000 14
 102.000000  -18.000000 14
 104.000000  -18.000000 14
 106.000000  -18.000000 14
 108.000000  -18.000000 14
 110.000000  -18.000000 14
 112.000000  -18.000000 14
 114.000000  -18.000000 14
 116.000000  -18.000000 14
 118.000000  -18.000000 14
 120.000000  -18.000000 14
 122.000000  -18.000000 14
 124.000000  -18.000000 14
 126.000000  -18.000000 14
 128.000000  -18.000000 14
 130.000000  -18.000000 14
 132.000000  -18.000000 14
 134.000000  -18.000000 14
 136.000000  -18.000000 14
 138.000000  -18.000000 14
 140.000000  -18.000000 14
 142.000000  -18.000000 14
 144.000000  -18.000000 14
 146.000000  -18.000000 14
 148.000000  -18.000000 14
 150.000000  -18.000000 14
 152.000000  -18.000000 14
 154.000000  -18.000000 14
 156.000000  -18.000000 14
 158.000000  -18.000000 14
 160.000000  -18.000000 14
 162.000000  -18.000000 14
 164.000000  -18.000000 14
 166.000000  -18.000000 14
 168.000000  -18.000000 14
 170.000000  -18.000000 14
 172.000000  -18.000000 14
 174.000000  -18.000000 14
 176.000000  -18.000000 14
 178.000000  -18.000000 14
 180.000000  -18.000000 15
-180.000000  -16.000000 15
-178.000000  -16.000000 15
-176.000000  -16.000000 15
-174.000000  -16.000000 15
-172.000000  -16.000000 15
-170.000000  -16.000000 15
-168.000000  -16.000000 15
-166.000000  -16.000000 15
-164.000000  -16.000000 15
-162.000000  -16.000000 15
-160.000000  -16.000000 15
-158.000000  -16.000000 15
-156.000000  -16.000000 15
-154.000000  -16.000000 15
-152.000000  -16.000000 15
-150.000000  -16.000000 15
-148.000000  -16.000000 15
-146.000000  -16.000000 15
-144.000000  -16.000000 15
-142.000000  -16.000000 15
-140.000000  -16.000000 15
-138.000000  -16.000000 15
-136.000000  -16.000000 15
-134.000000  -16.000000 15
-132.000000  -16.000000 15
-130.000000  -16.000000 15
-128.000000  -16.000000 15
-126.000000  -16.000000 15
-124.000000  -16.000000 15
-122.000000  -16.000000 15
-120.000000  -16.000000 15
-118.000000  -16.000000 15
-116.000000  -16.000000 15
-114.000000  -16.000000 15
-112.000000  -16.000000 15
-110.000000  -16.000000 15
-108.000000  -16.000000 15
-106.000000  -16.000000 15
-104.000000  -16.000000 15
-102.000000  -16.000000 15
-100.000000  -16.000000 15
 -98.000000  -16.000000 15
 -96.000000  -16.000000 15
 -94.000000  -16.000000 15
 -92.000000  -16.000000 15
 -90.000000  -16.000000 16
 -88.000000  -16.000000 16
 -86.000000  -16.000000 16
 -84.000000  -16.000000 16
 -82.000000  -16.000000 16
 -80.000000  -16.000000 16
 -78.000000  -16.000000 16
 -76.000000  -16.000000 16
 -74.000000  -16.000000 16
 -72.000000  -16.000000 16
 -70.000000  -16.000000 16
 -68.000000  -16.000000 16
 -66.000000  -16.000000 16
 -64.000000  -16.000000 16
 -62.000000  -16.000000 16
 -60.000000  -16.000000 16
 -58.000000  -16.000000 16
 -56.000000  -16.000000 16
 -54.000000  -16.000000 16
 -52.000000  -16.000000 16
 -50.000000  -16.000000 16
 -48.000000  -16.000000 16
 -46.000000  -16.000000 16
 -44.000000  -16.000000 16
 -42.000000  -16.000000 16
 -40.000000  -16.000000 16
 -38.000000  -16.000000 16
 -36.000000  -16.000000 16
 -34.000000  -16.000000 16
 -32.000000  -16.000000 16
 -30.000000  -16.000000 16
 -28.000000  -16.000000 16
 -26.000000  -16.000000 16
 -24.000000  -16.000000 16
 -22.000000  -16.000000 16
 -20.000000  -16.000000 16
 -18.000000  -16.000000 16
 -16.000000  -16.000000 16
 -14.000000  -16.000000 16
 -12.000000  -16.000000 16
 -10.000000  -16.000000 16
  -8.000000  -16.000000 16
  -6.000000  -16.000000 16
  -4.000000  -16.000000 16
  -2.000000  -16.000000 16
   0.000000  -16.000000
   2.000000  -16.000000 13
   4.000000  -16.000000 13
   6.000000  -16.000000 13
   8.000000  -16.000000 13
  10.000000  -16.000000 13
  12.000000  -16.000000 13
  14.000000  -16.000000 13
  16.000000  -16.000000 13
  18.000000  -16.000000 13
  20.000000  -16.000000 13
  22.000000  -16.000000 13
  24.000000  -16.000000 13
  26.000000  -16.000000 13
  28.000000  -16.000000 13
  30.000000  -16.000000 13
  32.000000  -16.000000 13
  34.000000  -16.000000 13
  36.000000  -16.000000 13
  38.000000  -16.000000 13
  40.000000  -16.000000 13
  42.000000  -16.000000 13
  44.000000  -16.000000 13
  46.000000  -16.000000 13
  48.000000  -16.000000 13
  50.000000  -16.000000 13
  52.000000  -16.000000 13
  54.000000  -16.000000 13
  56.000000  -16.000000 13
  58.000000  -16.000000 13
  60.000000  -16.000000 13
  62.000000  -16.000000 13
  64.000000  -16.000000 13
  66.000000  -16.000000 13
  68.000000  -16.000000 13
  70.000000  -16.000000 13
  72.000000  -16.000000 13
  74.000000  -16.000000 13
  76.000000  -16.000000 13
  78.000000  -16.000000 13
  80.000000  -16.000000 13
  82.000000  -16.000000 13
  84.000000  -16.000000 13
  86.000000  -16.000000 13
  88.000000  -16.000000 13
  90.000000  -16.000000 14
  92.000000  -16.000000 14
  94.000000  -16.000000 14
  96.000000  -16.000000 14
  98.000000  -16.000000 14
 100.000000  -16.000000 14
 102.000000  -16.000000 14
 104.000000  -16.000000 14
 106.000000  -16.000000 14
 108.000000  -16.000000 14
 110.000000  -16.000000 14
 112.000000  -16.000000 14
 114.000000  -16.000000 14
 116.000000  -16.000000 14
 118.000000  -16.000000 14
 120.000000  -16.000000 14
 122.000000  -16.000000 14
 124.000000  -16.000000 14
 126.000000  -16.000000 14
 128.000000  -16.000000 14
 130.000000  -16.000000 14
 132.000000  -16.000000 14
 134.000000  -16.000000 14
 136.000000  -16.000000 14
 138.000000  -16.000000 14
 140.000000  -16.000000 14
 142.000000  -16.000000 14
 144.000000  -16.000000 14
 146.000000  -16.000000 14
 148.000000  -16.000000 14
 150.000000  -16.000000 14
 152.000000  -16.000000 14
 154.000000  -16.000000 14
 156.000000  -16.000000 14
 158.000000  -16.000000 14
 160.000000  -16.000000 14
 162.000000  -16.000000 14
 164.000000  -16.000000 14
 166.000000  -16.000000 14
 168.000000  -16.000000 14
 170.000000  -16.000000 14
 172.000000  -16.000000 14
 174.000000  -16.000000 14
 176.000000  -16.000000 14
 178.000000  -16.000000 14
 180.000000  -16.000000
-180.000000  -14.000000 15
-178.000000  -14.000000 15
-176.000000  -14.000000 15
-174.000000  -14.000000 15
-172.000000  -14.000000 15
-170.000000  -14.000000 15
-168.000000  -14.000000 15
-166.000000  -14.000000 15
-164.000000  -14.000000 15
-162.000000  -14.000000 15
-160.000000  -14.000000 15
-158.000000  -14.000000 15
-156.000000  -14.000000 15
-154.000000  -14.000000 15
-152.000000  -14.000000 15
-150.000000  -14.000000 15
-148.000000  -14.000000 15
-146.000000  -14.000000 15
-144.000000  -14.000000 15
-142.000000  -14.000000 15
-140.000000  -14.000000 15
-138.000000  -14.000000 15
-136.000000  -14.000000 15
-134.000000  -14.000000 15
-132.000000  -14.000000 15
-130.000000  -14.000000 15
-128.000000  -14.000000 15
-126.000000  -14.000000 15
-124.000000  -14.000000 15
-122.000000  -14.000000 15
-120.000000  -14.000000 15
-118.000000  -14.000000 15
-116.000000  -14.000000 15
-114.000000  -14.000000 15
-112.000000  -14.000000 15
-110.000000  -14.000000 15
-108.000000  -14.000000 15
-106.000000  -14.000000 15
-104.000000  -14.000000 15
-102.000000  -14.000000 15
-100.000000  -14.000000 15
 -98.000000  -14.000000 15
 -96.000000  -14.000000 15
 -94.000000  -14.000000 15
 -92.000000  -14.000000 15
 -90.000000  -14.000000 16
 -88.000000  -14.000000 16
 -86.000000  -14.000000 16
 -84.000000  -14.000000 16
 -82.000000  -14.000000 16
 -80.000000  -14.000000 16
 -78.000000  -14.000000 16
 -76.000000  -14.000000 16
 -74.000000  -14.000000 16
 -72.000000  -14.000000 16
 -70.000000  -14.000000 16
 -68.000000  -14.000000 16
 -66.000000  -14.000000 16
 -64.000000  -14.000000 16
 -62.000000  -14.000000 16
 -60.000000  -14.000000 16
 -58.000000  -14.000000 16
 -56.000000  -14.000000 16
 -54.000000  -14.000000 16
 -52.000000  -14.000000 16
 -50.000000  -14.000000 16
 -48.000000  -14.000000 16
 -46.000000  -14.000000 16
 -44.000000  -14.000000 16
 -42.000000  -14.000000 16
 -40.000000  -14.000000 16
 -38.000000  -14.000000 16
 -36.000000  -14.000000 16
 -34.000000  -14.000000 16
 -32.000000  -14.000000 16
 -30.000000  -14.000000 16
 -28.000000  -14.000000 16
 -26.000000  -14.000000 16
 -24.000000  -14.000000 16
 -22.000000  -14.000000 16
 -20.000000  -14.000000 16
 -18.000000  -14.000000 16
 -16.000000  -14.000000 16
 -14.000000  -14.000000 16
 -12.000000  -14.000000 16
 -10.000000  -14.000000 16
  -8.000000  -14.000000 16
  -6.000000  -14.000000 16
  -4.000000  -14.000000 16
  -2.000000  -14.000000 16
   0.000000  -14.000000
   2.000000  -14.000000 13
   4.000000  -14.000000 13
   6.000000  -14.000000 13
   8.000000  -14.000000 13
  10.000000  -14.000000 13
  12.000000  -14.000000 13
  14.000000  -14.000000 13
  16.000000  -14.000000 13
  18.000000  -14.000000 13
  20.000000  -14.000000 13
  22.000000  -14.000000 13
  24.000000  -14.000000 13
  26.000000  -14.000000 13
  28.000000  -14.000000 13
  30.000000  -14.000000 13
  32.000000  -14.000000 13
  34.000000  -14.000000 13
  36.000000  -14.000000 13
  38.000000  -14.000000 13
  40.000000  -14.000000 13
  42.000000  -14.000000 13
  44.000000  -14.000000 13
  46.000000  -14.000000 13
  48.000000  -14.000000 13
  50.000000  -14.000000 13
  52.000000  -14.000000 13
  54.000000  -14.000000 13
  56.000000  -14.000000 13
  58.000000  -14.000000 13
  60.000000  -14.000000 13
  62.000000  -14.000000 13
  64.000000  -14.000000 13
  66.000000  -14.000000 13
  68.000000  -14.000000 13
  70.000000  -14.000000 13
  72.000000  -14.000000 13
  74.000000  -14.000000 13
  76.000000  -14.000000 13
  78.000000  -14.000000 13
  80.000000  -14.000000 13
  82.000000  -14.000000 13
  84.000000  -14.000000 13
  86.000000  -14.000000 13
  88.000000  -14.000000 13
  90.000000  -14.000000 14
  92.000000  -14.000000 14
  94.000000  -14.000000 14
  96.000000  -14.000000 14
  98.000000  -14.000000 14
 100.000000  -14.000000 14
 102.000000  -14.000000 14
 104.000000  -14.000000 14
 106.000000  -14.000000 14
 108.000000  -14.000000 14
 110.000000  -14.000000 14
 112.000000  -14.000000 14
 114.000000  -14.000000 14
 116.000000  -14.000000 14
 118.000000  -14.000000 14
 120.000000  -14.000000 14
 122.000000  -14.000000 14
 124.000000  -14.000000 14
 126.000000  -14.000000 14
 128.000000  -14.000000 14
 130.000000  -14.000000 14
 132.000000  -14.000000 14
 134.000000  -14.000000 14
 136.000000  -14.000000 14
 138.000000  -14.000000 14
 140.000000  -14.000000 14
 142.000000  -14.000000 14
 144.000000  -14.000000 14
 146.000000  -14.000000 14
 148.000000  -14.000000 14
 150.000000  -14.000000 14
 152.000000  -14.000000 14
 154.000000  -14.000000 14
 156.000000  -14.000000 14
 158.000000  -14.000000 14
 160.000000  -14.000000 14
 162.000000  -14.000000 14
 164.000000  -14.000000 14
 166.000000  -14.000000 14
 168.000000  -14.000000 14
 170.000000  -14.000000 14
 172.000000  -14.000000 14
 174.000000  -14.000000 14
 176.000000  -14.000000 14
 178.000000  -14.000000 14
 180.000000  -14.000000
-180.000000  -12.000000 15
-178.000000  -12.000000 15
-176.000000  -12.000000 15
-174.000000  -12.000000 15
-172.000000  -12.000000 15
-170.000000  -12.000000 15
-168.000000  -12.000000 15
-166.000000  -12.000000 15
-164.000000  -12.000000 15
-162.000000  -12.000000 15
-160.000000  -12.000000 15
-158.000000  -12.000000 15
-156.000000  -12.000000 15
-154.000000  -12.000000 15
-152.000000  -12.000000 15
-150.000000  -12.000000 15
-148.000000  -12.000000 15
-146.000000  -12.000000 15
-144.000000  -12.000000 15
-142.000000  -12.000000 15
-140.000000  -12.000000 15
-138.000000  -12.000000 15
-136.000000  -12.000000 15
-134.000000  -12.000000 15
-132.000000  -12.000000 15
-130.000000  -12.000000 15
-128.000000  -12.000000 15
-126.000000  -12.000000 15
-124.000000  -12.000000 15
-122.000000  -12.000000 15
-120.000000  -12.000000 15
-118.000000  -12.000000 15
-116.000000  -12.000000 15
-114.000000  -12.000000 15
-112.000000  -12.000000 15
-110.000000  -12.000000 15
-108.000000  -12.000000 15
-106.000000  -12.000000 15
-104.000000  -12.000000 15
-102.000000  -12.000000 15
-100.000000  -12.000000 15
 -98.000000  -12.000000 15
 -96.000000  -12.000000 15
 -94.000000  -12.000000 15
 -92.000000  -12.000000 15
 -90.000000  -12.000000 16
 -88.000000  -12.000000 16
 -86.000000  -12.000000 16
 -84.000000  -12.000000 16
 -82.000000  -12.000000 16
 -80.000000  -12.000000 16
 -78.000000  -12.000000 16
 -76.000000  -12.000000 16
 -74.000000  -12.000000 16
 -72.000000  -12.000000 16
 -70.000000  -12.000000 16
 -68.000000  -12.000000 16
 -66.000000  -12.000000 16
 -64.000000  -12.000000 16
 -62.000000  -12.000000 16
 -60.000000  -12.000000 16
 -58.000000  -12.000000 16
 -56.000000  -12.000000 16
 -54.000000  -12.000000 16
 -52.000000  -12.000000 16
 -50.000000  -12.000000 16
 -48.000000  -12.000000 16
 -46.000000  -12.000000 16
 -44.000000  -12.000000 16
 -42.000000  -12.000000 16
 -40.000000  -12.000000 16
 -38.000000  -12.000000 16
 -36.000000  -12.000000 16
 -34.000000  -12.000000 16
 -32.000000  -12.000000 16
 -30.000000  -12.000000 16
 -28.000000  -12.000000 16
 -26.000000  -12.000000 16
 -24.000000  -12.000000 16
 -22.000000  -12.000000 16
 -20.000000  -12.000000 16
 -18.000000  -12.000000 16
 -16.000000  -12.000000 16
 -14.000000  -12.000000 16
 -12.000000  -12.000000 16
 -10.000000  -12.000000 16
  -8.000000  -12.000000 16
  -6.000000  -12.000000 16
  -4.000000  -12.000000 16
  -2.000000  -12.000000 16
   0.000000  -12.000000
   2.000000  -12.000000 13
   4.000000  -12.000000 13
   6.000000  -12.000000 13
   8.000000  -12.000000 13
  10.000000  -12.000000 13
  12.000000  -12.000000 13
  14.000000  -12.000000 13
  16.000000  -12.000000 13
  18.000000  -12.000000 13
  20.000000  -12.000000 13
  22.000000  -12.000000 13
  24.000000  -12.000000 13
  26.000000  -12.000000 13
  28.000000  -12.000000 13
  30.000000  -12.000000 13
  32.000000  -12.000000 13
  34.000000  -12.000000 13
  36.000000  -12.000000 13
  38.000000  -12.000000 13
  40.000000  -12.000000 13
  42.000000  -12.000000 13
  44.000000  -12.000000 13
  46.000000  -12.000000 13
  48.000000  -12.000000 13
  50.000000  -12.000000 13
  52.000000  -12.000000 13
  54.000000  -12.000000 13
  56.000000  -12.000000 13
  58.000000  -12.000000 13
  60.000000  -12.000000 13
  62.000000  -12.000000 13
  64.000000  -12.000000 13
  66.000000  -12.000000 13
  68.000000  -12.000000 13
  70.000000  -12.000000 13
  72.000000  -12.000000 13
  74.000000  -12.000000 13
  76.000000  -12.000000 13
  78.000000  -12.000000 13
  80.000000  -12.000000 13
  82.000000  -12.000000 13
  84.000000  -12.000000 13
  86.000000  -12.000000 13
  88.000000  -12.000000 13
  90.000000  -12.000000
  92.000000  -12.000000 14
  94.000000  -12.000000 14
  96.000000  -12.000000 14
  98.000000  -12.000000 14
 100.000000  -12.000000 14
 102.000000  -12.000000 14
 104.000000  -12.000000 14
 106.000000  -12.000000 14
 108.000000  -12.000000 14
 110.000000  -12.000000 14
 112.000000  -12.000000 14
 114.000000  -12.000000 14
 116.000000  -12.000000 14
 118.000000  -12.000000 14
 120.000000  -12.000000 14
 122.000000  -12.000000 14
 124.000000  -12.000000 14
 126.000000  -12.000000 14
 128.000000  -12.000000 14
 130.000000  -12.000000 14
 132.000000  -12.000000 14
 134.000000  -12.000000 14
 136.000000  -12.000000 14
 138.000000  -12.000000 14
 140.000000  -12.000000 14
 142.000000  -12.000000 14
 144.000000  -12.000000 14
 146.000000  -12.000000 14
 148.000000  -12.000000 14
 150.000000  -12.000000 14
 152.000000  -12.000000 14
 154.000000  -12.000000 14
 156.000000  -12.000000 14
 158.000000  -12.000000 14
 160.000000  -12.000000 14
 162.000000  -12.000000 14
 164.000000  -12.000000 14
 166.000000  -12.000000 14
 168.000000  -12.000000 14
 170.000000  -12.000000 14
 172.000000  -12.000000 14
 174.000000  -12.000000 14
 176.000000  -12.000000 14
 178.000000  -12.000000 14
 180.000000  -12.000000
-180.000000  -10.000000 15
-178.000000  -10.000000 15
-176.000000  -10.000000 15
-174.000000  -10.000000 15
-172.000000  -10.000000 15
-170.000000  -10.000000 15
-168.000000  -10.000000 15
-166.000000  -10.000000 15
-164.000000  -10.000000 15
-162.000000  -10.000000 15
-160.000000  -10.000000 15
-158.000000  -10.000000 15
-156.000000  -10.000000 15
-154.000000  -10.000000 15
-152.000000  -10.000000 15
-150.000000  -10.000000 15
-148.000000  -10.000000 15
-146.000000  -10.000000 15
-144.000000  -10.000000 15
-142.000000  -10.000000 15
-140.000000  -10.000000 15
-138.000000  -10.000000 15
-136.000000  -10.000000 15
-134.000000  -10.000000 15
-132.000000  -10.000000 15
-130.000000  -10.000000 15
-128.000000  -10.000000 15
-126.000000  -10.000000 15
-124.000000  -10.000000 15
-122.000000  -10.000000 15
-120.000000  -10.000000 15
-118.000000  -10.000000 15
-116.000000  -10.000000 15
-114.000000  -10.000000 15
-112.000000  -10.000000 15
-110.000000  -10.000000 15
-108.000000  -10.000000 15
-106.000000  -10.000000 15
-104.000000  -10.000000 15
-102.000000  -10.000000 15
-100.000000  -10.000000 15
 -98.000000  -10.000000 15
 -96.000000  -10.000000 15
 -94.000000  -10.000000 15
 -92.000000  -10.000000 15
 -90.000000  -10.000000 16
 -88.000000  -10.000000 16
 -86.000000  -10.000000 16
 -84.000000  -10.000000 16
 -82.000000  -10.000000 16
 -80.000000  -10.000000 16
 -78.000000  -10.000000 16
 -76.000000  -10.000000 16
 -74.000000  -10.000000 16
 -72.000000  -10.000000 16
 -70.000000  -10.000000 16
 -68.000000  -10.000000 16
 -66.000000  -10.000000 16
 -64.000000  -10.000000 16
 -62.000000  -10.000000 16
 -60.000000  -10.000000 16
 -58.000000  -10.000000 16
 -56.000000  -10.000000 16
 -54.000000  -10.000000 16
 -52.000000  -10.000000 16
 -50.000000  -10.000000 16
 -48.000000  -10.000000 16
 -46.000000  -10.000000 16
 -44.000000  -10.000000 16
 -42.000000  -10.000000 16
 -40.000000  -10.000000 16
 -38.000000  -10.000000 16
 -36.000000  -10.000000 16
 -34.000000  -10.000000 16
 -32.000000  -10.000000 16
 -30.000000  -10.000000 16
 -28.000000  -10.000000 16
 -26.000000  -10.000000 16
 -24.000000  -10.000000 16
 -22.000000  -10.000000 16
 -20.000000  -10.000000 16
 -18.000000  -10.000000 16
 -16.000000  -10.000000 16
 -14.000000  -10.000000 16
 -12.000000  -10.000000 16
 -10.000000  -10.000000 16
  -8.000000  -10.000000 16
  -6.000000  -10.000000 16
  -4.000000  -10.000000 16
  -2.000000  -10.000000 16
   0.000000  -10.000000 13
   2.000000  -10.000000 13
   4.000000  -10.000000 13
   6.000000  -10.000000 13
   8.000000  -10.000000 13
  10.000000  -10.000000 13
  12.000000  -10.000000 13
  14.000000  -10.000000 13
  16.000000  -10.000000 13
  18.000000  -10.000000 13
  20.000000  -10.000000 13
  22.000000  -10.000000 13
  24.000000  -10.000000 13
  26.000000  -10.000000 13
  28.000000  -10.000000 13
  30.000000  -10.000000 13
  32.000000  -10.000000 13
  34.000000  -10.000000 13
  36.000000  -10.000000 13
  38.000000  -10.000000 13
  40.000000  -10.000000 13
  42.000000  -10.000000 13
  44.000000  -10.000000 13
  46.000000  -10.000000 13
  48.000000  -10.000000 13
  50.000000  -10.000000 13
  52.000000  -10.000000 13
  54.000000  -10.000000 13
  56.000000  -10.000000 13
  58.000000  -10.000000 13
  60.000000  -10.000000 13
  62.000000  -10.000000 13
  64.000000  -10.000000 13
  66.000000  -10.000000 13
  68.000000  -10.000000 13
  70.000000  -10.000000 13
  72.000000  -10.000000 13
  74.000000  -10.000000 13
  76.000000  -10.000000 13
  78.000000  -10.000000 13
  80.000000  -10.000000 13
  82.000000  -10.000000 13
  84.000000  -10.000000 13
  86.000000  -10.000000 13
  88.000000  -10.000000 13
  90.000000  -10.000000 14
  92.000000  -10.000000 14
  94.000000  -10.000000 14
  96.000000  -10.000000 14
  98.000000  -10.000000 14
 100.000000  -10.000000 14
 102.000000  -10.000000 14
 104.000000  -10.000000 14
 106.000000  -10.000000 14
 108.000000  -10.000000 14
 110.000000  -10.000000 14
 112.000000  -10.000000 14
 114.000000  -10.000000 14
 116.000000  -10.000000 14
 118.000000  -10.000000 14
 120.000000  -10.000000 14
 122.000000  -10.000000 14
 124.000000  -10.000000 14
 126.000000  -10.000000 14
 128.000000  -10.000000 14
 130.000000  -10.000000 14
 132.000000  -10.000000 14
 134.000000  -10.000000 14
 136.000000  -10.000000 14
 138.000000  -10.000000 14
 140.000000  -10.000000 14
 142.000000  -10.000000 14
 144.000000  -10.000000 14
 146.000000  -10.000000 14
 148.000000  -10.000000 14
 150.000000  -10.000000 14
 152.000000  -10.000000 14
 154.000000  -10.000000 14
 156.000000  -10.000000 14
 158.000000  -10.000000 14
 160.000000  -10.000000 14
 162.000000  -10.000000 14
 164.000000  -10.000000 14
 166.000000  -10.000000 14
 168.000000  -10.000000 14
 170.000000  -10.000000 14
 172.000000  -10.000000 14
 174.000000  -10.000000 14
 176.000000  -10.000000 14
 178.000000  -10.000000 14
 180.000000  -10.000000 15
-180.000000   -8.000000 15
-178.000000   -8.000000 15
-176.000000   -8.000000 15
-174.000000   -8.000000 15
-172.000000   -8.000000 15
-170.000000   -8.000000 15
-168.000000   -8.000000 15
-166.000000   -8.000000 15
-164.000000   -8.000000 15
-162.000000   -8.000000 15
-160.000000   -8.000000 15
-158.000000   -8.000000 15
-156.000000   -8.000000 15
-154.000000   -8.000000 15
-152.000000   -8.000000 15
-150.000000   -8.000000 15
-148.000000   -8.000000 15
-146.000000   -8.000000 15
-144.000000   -8.000000 15
-142.000000   -8.000000 15
-140.000000   -8.000000 15
-138.000000   -8.000000 15
-136.000000   -8.000000 15
-134.000000   -8.000000 15
-132.000000   -8.000000 15
-130.000000   -8.000000 15
-128.000000   -8.000000 15
-126.000000   -8.000000 15
-124.000000   -8.000000 15
-122.000000   -8.000000 15
-120.000000   -8.000000 15
-118.000000   -8.000000 15
-116.000000   -8.000000 15
-114.000000   -8.000000 15
-112.000000   -8.000000 15
-110.000000   -8.000000 15
-108.000000   -8.000000 15
-106.000000   -8.000000 15
-104.000000   -8.000000 15
-102.000000   -8.000000 15
-100.000000   -8.000000 15
 -98.000000   -8.000000 15
 -96.000000   -8.000000 15
 -94.000000   -8.000000 15
 -92.000000   -8.000000 15
 -90.000000   -8.000000 16
 -88.000000   -8.000000 16
 -86.000000   -8.000000 16
 -84.000000   -8.000000 16
 -82.000000   -8.000000 16
 -80.000000   -8.000000 16
 -78.000000   -8.000000 16
 -76.000000   -8.000000 16
 -74.000000   -8.000000 16
 -72.000000   -8.000000 16
 -70.000000   -8.000000 16
 -68.000000   -8.000000 16
 -66.000000   -8.000000 16
 -64.000000   -8.000000 16
 -62.000000   -8.000000 16
 -60.000000   -8.000000 16
 -58.000000   -8.000000 16
 -56.000000   -8.000000 16
 -54.000000   -8.000000 16
 -52.000000   -8.000000 16
 -50.000000   -8.000000 16
 -48.000000   -8.000000 16
 -46.000000   -8.000000 16
 -44.000000   -8.000000 16
 -42.000000   -8.000000 16
 -40.000000   -8.000000 16
 -38.000000   -8.000000 16
 -36.000000   -8.000000 16
 -34.000000   -8.000000 16
 -32.000000   -8.000000 16
 -30.000000   -8.000000 16
 -28.000000   -8.000000 16
 -26.000000   -8.000000 16
 -24.000000   -8.000000 16
 -22.000000   -8.000000 16
 -20.000000   -8.000000 16
 -18.000000   -8.000000 16
 -16.000000   -8.000000 16
 -14.000000   -8.000000 16
 -12.000000   -8.000000 16
 -10.000000   -8.000000 16
  -8.000000   -8.000000 16
  -6.000000   -8.000000 16
  -4.000000   -8.000000 16
  -2.000000   -8.000000 16
   0.000000   -8.000000
   2.000000   -8.000000 13
   4.000000   -8.000000 13
   6.000000   -8.000000 13
   8.000000   -8.000000 13
  10.000000   -8.000000 13
  12.000000   -8.000000 13
  14.000000   -8.000000 13
  16.000000   -8.000000 13
  18.000000   -8.000000 13
  20.000000   -8.000000 13
  22.000000   -8.000000 13
  24.000000   -8.000000 13
  26.000000   -8.000000 13
  28.000000   -8.000000 13
  30.000000   -8.000000 13
  32.000000   -8.000000 13
  34.000000   -8.000000 13
  36.000000   -8.000000 13
  38.000000   -8.000000 13
  40.000000   -8.000000 13
  42.000000   -8.000000 13
  44.000000   -8.000000 13
  46.000000   -8.000000 13
  48.000000   -8.000000 13
  50.000000   -8.000000 13
  52.000000   -8.000000 13
  54.000000   -8.000000 13
  56.000000   -8.000000 13
  58.000000   -8.000000 13
  60.000000   -8.000000 13
  62.000000   -8.000000 13
  64.000000   -8.000000 13
  66.000000   -8.000000 13
  68.000000   -8.000000 13
  70.000000   -8.000000 13
  72.000000   -8.000000 13
  74.000000   -8.000000 13
  76.000000   -8.000000 13
  78.000000   -8.000000 13
  80.000000   -8.000000 13
  82.000000   -8.000000 13
  84.000000   -8.000000 13
  86.000000   -8.000000 13
  88.000000   -8.000000 13
  90.000000   -8.000000
  92.000000   -8.000000 14
  94.000000   -8.000000 14
  96.000000   -8.000000 14
  98.000000   -8.000000 14
 100.000000   -8.000000 14
 102.000000   -8.000000 14
 104.000000   -8.000000 14
 106.000000   -8.000000 14
 108.000000   -8.000000 14
 110.000000   -8.000000 14
 112.000000   -8.000000 14
 114.000000   -8.000000 14
 116.000000   -8.000000 14
 118.000000   -8.000000 14
 120.000000   -8.000000 14
 122.000000   -8.000000 14
 124.000000   -8.000000 14
 126.000000   -8.000000 14
 128.000000   -8.000000 14
 130.000000   -8.000000 14
 132.000000   -8.000000 14
 134.000000   -8.000000 14
 136.000000   -8.000000 14
 138.000000   -8.000000 14
 140.000000   -8.000000 14
 142.000000   -8.000000 14
 144.000000   -8.000000 14
 146.000000   -8.000000 14
 148.000000   -8.000000 14
 150.000000   -8.000000 14
 152.000000   -8.000000 14
 154.000000   -8.000000 14
 156.000000   -8.000000 14
 158.000000   -8.000000 14
 160.000000   -8.000000 14
 162.000000   -8.000000 14
 164.000000   -8.000000 14
 166.000000   -8.000000 14
 168.000000   -8.000000 14
 170.000000   -8.000000 14
 172.000000   -8.000000 14
 174.000000   -8.000000 14
 176.000000   -8.000000 14
 178.000000   -8.000000 14
 180.000000   -8.000000
-180.000000   -6.000000 15
-178.000000   -6.000000 15
-176.000000   -6.000000 15
-174.000000   -6.000000 15
-172.000000   -6.000000 15
-170.000000   -6.000000 15
-168.000000   -6.000000 15
-166.000000   -6.000000 15
-164.000000   -6.000000 15
-162.000000   -6.000000 15
-160.000000   -6.000000 15
